length,num_links,num_special_chars,num_keywords,num_urls,num_domains,num_ip_addresses,html_tags,js_code
4599,3,49,2,3,1,0,True,False
434,1,32,1,1,1,0,True,False
4581,3,42,2,3,1,0,True,False
4610,3,48,2,3,1,0,True,False
496,1,22,6,1,1,0,True,False
1713,6,78,5,5,4,0,True,False
567,1,19,1,1,1,0,True,False
500,1,26,6,1,1,0,True,False
529,2,25,2,2,2,0,True,False
1773,2,52,7,2,2,0,True,False
185,0,3,0,0,0,0,False,False
1257,2,26,2,2,1,0,True,False
355,0,11,0,0,0,0,False,False
128,0,3,0,0,0,0,False,False
812,2,24,1,2,2,0,True,False
333,0,7,0,0,0,0,False,False
1010,6,62,4,6,3,0,True,False
787,1,29,6,1,1,0,True,False
777,1,35,7,1,1,0,True,False
780,1,35,7,1,1,0,True,False
675,1,27,2,1,1,0,True,False
1775,2,56,7,2,2,0,True,False
369,1,19,0,1,1,0,False,False
1844,0,44,0,0,0,0,True,False
2818,2,34,15,2,1,0,True,False
822,1,22,1,1,1,0,True,False
599,1,22,1,1,1,0,True,False
1079,4,66,2,3,2,0,True,False
1096,1,37,1,1,1,0,True,False
437,0,13,0,0,0,0,True,False
928,3,42,1,3,3,0,True,False
1651,0,40,1,0,0,0,False,False
1263,4,61,8,4,2,0,True,False
932,4,34,7,4,2,0,True,False
404,1,20,2,1,1,0,True,False
871,3,54,5,3,2,1,True,False
2037,12,172,4,12,2,0,True,False
998,3,41,1,3,3,0,True,False
1021,3,38,0,3,2,0,True,False
335,1,23,1,1,1,0,True,False
1147,2,33,3,2,1,0,True,False
513,0,11,0,0,0,0,False,False
1422,1,46,1,1,1,0,True,False
637,1,22,2,1,1,0,True,False
384,0,10,0,0,0,0,False,False
216,0,4,0,0,0,0,False,False
421,1,15,5,1,1,0,True,False
410,1,28,2,1,1,0,True,False
903,0,34,0,0,0,0,False,False
641,1,20,3,1,1,0,True,False
245,1,13,0,1,1,0,True,False
1914,3,47,3,3,2,0,True,False
583,2,21,0,2,1,0,True,False
729,2,24,0,2,1,0,True,False
583,2,21,0,2,1,0,True,False
626,1,20,3,1,1,0,True,False
648,1,22,3,1,1,0,True,False
434,1,24,2,1,1,0,True,False
667,1,23,3,1,1,0,True,False
2357,1,53,1,1,1,0,False,False
334,0,8,2,0,0,0,False,False
696,1,36,1,1,1,0,True,False
652,1,21,1,1,1,0,True,False
317,1,22,0,1,1,0,True,False
624,1,22,3,1,1,0,True,False
776,0,20,0,0,0,0,False,False
590,2,33,2,2,2,0,True,False
1151,1,36,0,1,1,0,True,False
466,1,18,0,1,1,0,True,False
319,1,15,0,1,1,0,True,False
261,0,6,0,0,0,0,False,False
1169,1,36,0,1,1,0,True,False
1173,1,38,0,1,1,0,True,False
377,1,18,7,1,1,0,True,False
883,0,22,0,0,0,0,False,False
1161,1,36,0,1,1,0,True,False
745,1,32,0,1,1,0,True,False
590,0,18,0,0,0,0,False,False
497,1,19,0,1,1,0,True,False
682,1,29,2,1,1,0,False,False
665,4,27,1,4,3,0,False,False
593,1,24,7,1,1,0,False,False
445,1,12,1,1,1,0,False,False
763,1,13,8,1,1,0,False,False
569,0,13,5,0,0,0,False,False
524,1,23,4,1,1,0,False,False
601,1,10,4,1,1,0,False,False
928,1,38,7,1,1,0,False,False
1283,0,22,1,0,0,0,False,False
629,0,12,0,0,0,0,False,False
444,0,8,0,0,0,0,False,False
567,1,11,5,1,1,0,False,False
413,1,8,5,1,1,0,False,False
956,1,21,3,1,1,0,False,False
967,1,33,2,1,1,0,False,False
746,1,26,3,1,1,0,False,False
538,1,11,5,1,1,0,False,False
962,1,19,11,1,1,0,False,False
945,1,19,11,1,1,0,False,False
348,1,9,1,1,1,0,False,False
1175,1,36,0,1,1,0,False,False
603,1,39,1,1,1,0,False,False
907,1,32,7,1,1,0,False,False
924,1,38,7,1,1,0,False,False
321,0,19,0,0,0,0,False,False
35,0,2,0,0,0,0,False,False
206,0,3,1,0,0,0,False,False
1268,6,52,10,5,4,0,False,False
189,1,4,0,1,1,0,False,False
589,0,27,0,0,0,0,False,False
383,1,20,0,1,1,0,False,False
742,1,29,0,1,1,0,False,False
1821,1,25,3,1,1,0,False,False
386,0,11,0,0,0,0,False,False
1447,3,67,3,3,1,0,False,False
1448,3,73,3,3,1,0,True,False
299,1,10,4,1,1,0,True,False
445,1,13,4,1,1,0,True,False
645,1,25,6,1,1,0,True,False
1067,0,31,0,0,0,0,False,False
190,0,6,0,0,0,0,False,False
3447,0,69,2,0,0,0,False,False
556,3,32,0,3,2,0,True,False
360,0,15,0,0,0,0,False,False
953,1,24,6,1,1,0,True,False
810,2,29,4,2,2,0,True,False
501,1,13,0,1,1,0,True,False
481,2,27,4,2,2,0,True,False
2406,0,57,2,0,0,0,False,False
192,1,6,4,1,1,0,True,False
499,2,21,4,2,2,0,True,False
631,2,12,0,2,1,0,False,False
325,1,9,3,1,1,0,True,False
460,2,21,4,2,2,0,True,False
335,0,8,0,0,0,0,False,False
592,0,27,1,0,0,0,False,False
962,5,72,0,2,2,0,True,False
962,5,72,0,2,2,0,True,False
1757,0,42,3,0,0,1,False,False
233,0,4,0,0,0,0,False,False
756,2,22,9,2,2,0,True,False
666,1,24,6,1,1,0,True,False
985,4,65,8,4,1,0,True,False
753,3,38,1,3,3,0,True,False
308,1,18,0,1,1,0,True,False
1481,2,56,7,2,2,0,True,False
813,3,43,4,3,1,0,True,False
678,2,25,7,2,1,0,True,False
423,1,18,4,1,1,0,True,False
513,2,24,0,2,1,0,True,False
3285,0,72,1,0,0,0,False,False
780,2,35,5,2,1,0,True,False
1140,3,46,0,3,1,0,True,False
636,2,28,0,2,2,0,False,False
493,1,28,0,1,1,0,True,False
504,1,25,1,1,1,0,True,False
526,0,13,2,0,0,0,False,False
201,0,4,0,0,0,0,False,False
518,1,22,0,1,1,0,True,False
392,1,19,5,1,1,0,True,False
1087,3,55,11,3,1,0,True,False
395,1,29,1,1,1,0,True,False
988,3,31,4,2,2,0,True,False
324,1,19,5,1,1,0,True,False
289,1,30,0,1,1,0,True,False
281,1,20,0,1,1,0,True,False
306,2,25,3,1,1,0,True,False
2500,0,42,2,0,0,0,False,False
828,1,25,3,1,1,0,True,False
1069,3,53,11,3,1,0,True,False
599,1,23,0,1,1,0,True,False
472,1,41,1,1,1,0,True,False
435,1,21,4,1,1,0,True,False
1278,3,101,1,3,1,0,True,False
875,1,29,2,1,1,0,True,False
404,1,8,3,1,1,0,True,False
736,1,23,2,1,1,0,True,False
412,1,19,0,1,1,0,True,False
585,1,28,7,1,1,0,True,False
585,1,28,7,1,1,0,True,False
659,2,41,11,2,1,0,True,False
575,2,34,4,1,1,0,True,False
575,2,34,4,1,1,0,True,False
614,1,20,2,1,1,0,True,False
272,0,5,0,0,0,0,False,False
663,0,43,0,0,0,0,True,False
484,1,18,2,1,1,0,True,False
764,1,25,0,1,1,0,True,False
632,1,26,3,1,1,0,True,False
801,0,17,0,0,0,0,False,False
1408,0,30,1,0,0,0,False,False
598,1,20,2,1,1,0,True,False
1070,4,70,1,3,2,0,True,False
193,0,4,0,0,0,0,False,False
1557,4,41,7,2,2,0,True,False
518,1,24,1,1,1,0,True,False
1567,2,49,2,2,2,0,True,False
380,1,18,2,1,1,0,True,False
623,2,42,3,2,2,0,True,False
423,1,22,4,1,1,0,True,False
423,1,22,4,1,1,0,True,False
332,0,15,0,0,0,0,False,False
1382,5,88,3,3,3,0,True,False
705,1,20,0,1,1,0,True,False
795,2,41,5,2,1,0,True,False
1221,3,27,7,3,1,0,True,False
670,2,27,0,2,1,0,True,False
1006,2,41,3,2,1,0,True,False
585,1,25,5,1,1,0,True,False
281,1,20,0,1,1,0,True,False
281,1,20,0,1,1,0,True,False
583,1,23,5,1,1,0,True,False
611,1,22,0,1,1,0,True,False
445,1,14,3,1,1,0,True,False
652,1,27,1,1,1,0,True,False
570,4,43,4,4,3,0,True,False
71,0,3,0,0,0,0,False,False
615,2,29,0,1,1,0,True,False
1897,5,63,3,5,3,0,True,False
610,1,28,3,1,1,0,True,False
849,1,29,1,1,1,0,True,False
1034,2,66,4,2,1,0,True,False
423,2,24,3,2,2,0,True,False
901,2,32,4,1,1,0,True,False
1224,5,87,0,2,2,0,True,False
546,3,26,5,3,3,0,True,False
326,1,12,4,1,1,0,True,False
326,1,12,4,1,1,0,True,False
661,2,15,0,2,2,0,True,False
346,1,9,3,1,1,0,True,False
204,0,5,0,0,0,0,False,False
595,1,20,6,1,1,0,True,False
800,1,29,0,1,1,0,True,False
323,1,11,4,1,1,0,True,False
799,1,25,1,1,1,0,True,False
653,1,22,1,1,1,0,True,False
1105,0,30,0,0,0,0,True,False
576,0,20,0,0,0,0,False,False
505,1,27,3,1,1,0,True,False
1061,3,57,3,3,2,0,True,False
1572,2,46,1,2,1,0,True,False
330,0,14,1,0,0,0,False,False
773,2,31,2,2,2,0,True,False
1061,3,57,3,3,2,0,True,False
3772,3,50,2,3,1,0,True,False
699,1,18,4,1,1,0,True,False
699,1,18,4,1,1,0,True,False
346,0,31,0,0,0,0,False,False
626,1,21,13,1,1,0,True,False
354,1,15,7,1,1,0,True,False
667,1,19,13,1,1,0,False,False
694,0,24,1,0,0,0,False,False
598,2,23,4,2,1,0,False,False
878,1,39,0,1,1,0,False,False
553,0,16,2,0,0,0,False,False
508,1,25,4,1,1,0,False,False
342,0,13,0,0,0,0,False,False
247,0,4,2,0,0,0,False,False
3878,3,32,1,3,1,0,False,False
2115,2,66,2,2,2,0,False,False
572,1,18,0,1,1,0,False,False
2949,6,47,7,6,1,0,False,False
863,3,38,1,2,2,0,False,False
842,3,38,1,2,2,0,False,False
831,3,32,1,2,2,0,False,False
842,3,38,1,2,2,0,False,False
836,3,32,1,2,2,0,False,False
843,4,52,3,2,1,0,False,False
257,0,7,0,0,0,0,False,False
1404,0,29,2,0,0,0,False,False
931,2,57,4,2,1,0,False,False
59,0,9,0,0,0,0,False,False
1472,0,49,3,0,0,0,False,False
725,0,21,2,0,0,0,False,False
507,0,9,0,0,0,0,False,False
435,1,17,0,1,1,0,False,False
251,1,14,0,1,1,0,False,False
408,1,19,0,1,1,0,False,False
349,0,6,1,0,0,0,False,False
352,0,6,0,0,0,0,False,False
1007,1,33,2,1,1,0,False,False
153,0,3,0,0,0,0,False,False
356,1,13,0,1,1,0,False,False
299,1,19,1,1,1,0,False,False
224,0,10,0,0,0,0,False,False
31,0,0,0,0,0,0,False,False
534,3,25,0,3,2,0,False,False
1346,0,19,0,0,0,0,False,False
973,2,37,6,2,1,0,False,False
5940,5,69,3,5,2,0,False,False
5954,5,63,3,5,2,0,False,False
5975,5,69,3,5,2,0,False,False
6066,5,69,3,5,2,0,False,False
5804,5,60,3,5,2,0,False,False
431,0,19,0,0,0,0,False,False
857,1,35,0,1,1,0,False,False
466,1,15,2,1,1,0,False,False
122,0,2,0,0,0,0,False,False
154,0,2,0,0,0,0,False,False
1048,3,49,3,3,2,0,False,False
328,0,10,0,0,0,0,False,False
125,0,3,0,0,0,0,False,False
345,0,12,0,0,0,0,False,False
167,0,16,0,0,0,0,False,False
288,0,13,0,0,0,0,False,False
414,1,20,5,1,1,0,False,False
603,0,27,0,0,0,0,False,False
758,1,17,0,1,1,0,False,False
644,0,15,0,0,0,0,False,False
874,0,19,1,0,0,0,False,False
279,1,10,1,1,1,0,False,False
203,0,10,0,0,0,0,False,False
301,1,16,1,1,1,0,False,False
1289,0,26,0,0,0,0,False,False
95,0,3,1,0,0,0,False,False
1166,0,35,2,0,0,1,False,False
539,1,25,0,1,1,0,False,False
719,1,28,0,1,1,0,True,False
402,0,4,1,0,0,0,False,False
90,0,7,0,0,0,0,False,False
610,0,12,0,0,0,0,False,False
592,1,15,6,1,1,0,True,False
509,1,20,5,1,1,0,True,False
517,1,40,5,1,1,0,True,False
357,0,17,0,0,0,0,False,False
423,1,23,0,1,1,0,True,False
672,1,26,2,1,1,0,True,False
325,0,6,0,0,0,0,False,False
179,0,3,0,0,0,0,False,False
746,0,9,1,0,0,0,False,False
719,1,17,2,1,1,0,True,False
544,1,19,5,1,1,0,True,False
544,1,19,5,1,1,0,True,False
367,1,15,0,1,1,0,True,False
577,1,19,1,1,1,0,True,False
852,0,28,0,0,0,0,True,False
309,0,13,0,0,0,0,False,False
273,0,7,1,0,0,0,False,False
802,0,29,0,0,0,0,False,False
504,1,12,2,1,1,0,True,False
1033,0,25,1,0,0,0,False,False
841,0,31,0,0,0,0,False,False
249,0,21,0,0,0,0,True,False
231,0,4,2,0,0,0,False,False
449,1,20,5,1,1,0,True,False
156,0,3,0,0,0,0,False,False
2370,0,40,0,0,0,0,False,False
437,1,19,0,1,1,0,True,False
303,1,20,2,1,1,0,True,False
343,0,15,0,0,0,0,False,False
2724,9,179,25,9,2,0,True,False
258,0,13,0,0,0,0,False,False
658,0,14,0,0,0,0,False,False
258,0,15,1,0,0,0,False,False
976,1,33,3,1,1,0,True,False
80,0,5,0,0,0,0,False,False
1007,1,39,3,1,1,0,True,False
337,0,15,1,0,0,0,False,False
529,0,22,1,0,0,0,False,False
600,0,17,0,0,0,0,False,False
433,0,8,0,0,0,0,False,False
1340,2,32,1,2,2,0,True,False
172,0,3,0,0,0,0,False,False
733,2,21,0,2,2,0,True,False
1340,2,32,1,2,2,0,True,False
2990,16,178,1,16,2,0,True,False
4082,3,32,2,3,1,0,True,False
606,0,11,0,0,0,0,False,False
432,1,21,1,1,1,0,True,False
1077,0,38,0,0,0,0,False,False
892,0,12,1,0,0,0,False,False
548,1,20,0,1,1,0,True,False
93,0,2,0,0,0,0,False,False
1147,1,33,0,1,1,0,True,False
200,0,3,0,0,0,0,False,False
481,2,20,6,2,2,0,True,False
329,2,17,6,2,2,0,True,False
1217,0,40,1,0,0,0,False,False
1028,4,52,0,4,3,0,True,False
334,0,6,4,0,0,0,False,False
337,2,18,6,2,2,0,True,False
260,0,4,0,0,0,0,False,False
943,0,27,0,0,0,0,False,False
57,0,1,0,0,0,0,False,False
1151,0,18,0,0,0,0,False,False
1896,2,34,3,2,2,0,True,False
149,0,9,0,0,0,0,False,False
53,0,2,1,0,0,0,False,False
956,0,31,1,0,0,0,False,False
1285,0,33,1,0,0,0,True,False
427,1,37,0,1,1,0,False,False
2564,11,124,0,11,2,0,True,False
301,0,11,0,0,0,0,False,False
503,1,17,0,1,1,0,True,False
1786,0,43,0,0,0,0,False,False
1267,0,23,1,0,0,0,False,False
339,1,17,0,1,1,0,True,False
839,0,16,1,0,0,0,False,False
3362,3,46,6,3,2,0,True,False
609,0,15,14,0,0,0,False,False
427,1,21,2,1,1,0,True,False
471,1,22,5,1,1,0,True,False
234,0,6,0,0,0,0,False,False
601,1,15,0,1,1,0,False,False
500,2,31,1,1,1,0,True,False
403,1,15,2,1,1,0,True,False
814,1,29,10,1,1,0,True,False
657,2,31,4,2,2,0,True,False
857,2,36,4,2,2,0,True,False
493,1,17,2,1,1,0,True,False
1685,1,53,2,1,1,0,False,False
535,0,26,1,0,0,0,False,False
225,1,10,0,1,1,0,True,False
128,0,3,0,0,0,0,False,False
365,1,13,0,1,1,0,True,False
911,3,46,5,3,2,0,True,False
721,1,33,1,1,1,0,True,False
364,1,20,3,1,1,0,True,False
923,1,29,2,1,1,0,True,False
523,2,24,0,2,2,0,False,False
609,0,15,14,0,0,0,False,False
400,1,12,1,1,1,0,True,False
972,5,46,5,5,3,0,True,False
993,5,52,5,5,3,0,True,False
409,2,21,4,1,1,0,True,False
1195,0,37,0,0,0,0,False,False
1216,0,43,0,0,0,0,False,False
120,0,6,0,0,0,0,False,False
439,1,19,0,1,1,0,True,False
398,0,6,0,0,0,0,False,False
2279,0,52,3,0,0,0,False,False
2140,0,41,4,0,0,0,False,False
679,1,33,0,1,1,0,True,False
95,0,1,0,0,0,0,False,False
1039,0,25,0,0,0,0,False,False
832,2,29,4,2,2,0,True,False
2451,0,54,2,0,0,0,False,False
1568,8,84,0,8,3,0,True,False
440,0,120,0,0,0,0,False,False
854,0,13,1,0,0,0,False,False
1459,0,36,1,0,0,0,False,False
869,1,18,1,1,1,0,True,False
704,2,34,2,2,2,0,True,False
260,0,5,0,0,0,0,False,False
928,4,61,3,3,2,0,True,False
958,4,61,3,3,2,0,True,False
984,4,67,3,3,2,0,True,False
42,0,0,0,0,0,0,False,False
322,0,8,0,0,0,0,False,False
280,0,16,0,0,0,0,False,False
89,0,6,0,0,0,0,False,False
53,0,1,0,0,0,0,False,False
1054,0,64,0,0,0,0,False,False
684,0,27,0,0,0,0,False,False
603,1,26,0,1,1,0,True,False
442,0,11,1,0,0,0,False,False
454,0,8,0,0,0,0,True,False
756,1,23,13,1,1,0,True,False
610,1,20,13,1,1,0,True,False
187,0,3,0,0,0,0,False,False
387,0,9,1,0,0,0,False,False
192,0,5,0,0,0,0,False,False
424,1,25,3,1,1,0,True,False
806,1,30,1,1,1,0,False,False
446,1,15,10,1,1,0,True,False
306,0,22,0,0,0,0,False,False
364,0,11,0,0,0,0,False,False
901,2,29,7,2,1,0,True,False
457,0,13,0,0,0,0,False,False
718,0,13,0,0,0,0,False,False
147,0,11,0,0,0,0,False,False
174,0,6,0,0,0,0,False,False
28,0,3,0,0,0,0,False,False
137,1,17,1,1,1,0,True,False
180,1,17,1,1,1,0,True,False
252,1,23,1,1,1,0,True,False
122,1,6,0,1,1,0,True,False
524,0,12,1,0,0,0,False,False
444,1,27,0,1,1,0,True,False
643,1,25,1,1,1,0,True,False
255,1,10,0,1,1,0,True,False
1059,0,31,0,0,0,0,True,False
515,1,35,4,1,1,0,True,False
837,0,24,0,0,0,0,True,False
372,1,13,0,1,1,0,True,False
507,1,31,0,1,1,0,True,False
1477,0,29,1,0,0,0,False,False
2624,17,150,12,17,5,0,True,False
1013,0,26,0,0,0,0,False,False
454,1,15,5,1,1,0,True,False
585,0,24,0,0,0,0,True,False
459,1,17,1,1,1,0,True,False
320,0,8,0,0,0,0,False,False
913,0,18,3,0,0,1,False,False
944,4,77,6,2,1,0,True,False
304,0,9,0,0,0,0,False,False
1130,4,54,4,4,2,0,True,False
492,2,26,0,2,2,0,False,False
110,0,2,1,0,0,0,False,False
255,0,10,1,0,0,0,False,False
1417,1,23,11,1,1,0,True,False
2507,4,26,4,4,3,0,True,False
6031,4,175,0,4,1,0,True,False
3461,4,30,5,4,2,0,True,False
286,1,22,1,1,1,0,True,False
349,0,14,0,0,0,0,False,False
329,0,11,0,0,0,0,False,False
121,0,3,0,0,0,0,False,False
463,0,11,0,0,0,0,False,False
1867,1,43,2,1,1,0,False,False
259,0,11,0,0,0,0,False,False
241,0,5,0,0,0,0,False,False
283,0,6,0,0,0,0,False,False
572,0,12,2,0,0,0,False,False
532,1,18,4,1,1,0,True,False
430,1,20,0,1,1,0,True,False
543,1,19,4,1,1,1,True,False
489,0,14,0,0,0,0,True,False
825,1,25,1,1,1,0,True,False
11314,12,108,9,12,2,0,True,False
350,0,9,1,0,0,0,False,False
269,0,6,0,0,0,0,False,False
58,0,3,0,0,0,0,False,False
597,1,22,0,1,1,0,True,False
3117,0,55,4,0,0,0,False,False
799,0,26,3,0,0,0,False,False
226,0,5,0,0,0,0,False,False
595,1,25,2,1,1,0,True,False
464,0,8,0,0,0,0,True,False
384,1,7,2,1,1,0,True,False
384,1,7,2,1,1,0,True,False
276,1,20,5,1,1,0,True,False
893,1,32,1,1,1,0,True,False
1225,0,26,1,0,0,1,False,False
331,1,22,4,1,1,0,True,False
4744,6,121,17,6,2,0,True,False
573,0,19,0,0,0,0,True,False
353,0,12,1,0,0,0,False,False
359,0,21,0,0,0,0,False,False
455,1,20,0,1,1,1,True,False
455,1,20,0,1,1,1,True,False
427,0,15,0,0,0,0,True,False
398,0,9,1,0,0,0,False,False
1341,3,37,1,2,2,0,True,False
1145,0,33,2,0,0,0,False,False
170,0,11,0,0,0,0,False,False
1311,1,34,1,1,1,0,True,False
463,1,26,3,1,1,0,False,False
1178,2,35,5,2,1,0,True,False
1009,2,26,5,2,1,0,True,False
1935,0,39,0,0,0,0,False,False
803,1,25,2,1,1,0,True,False
250,0,11,0,0,0,0,False,False
507,1,24,2,1,1,0,True,False
1167,2,51,7,2,1,0,True,False
696,0,23,1,0,0,0,False,False
1667,3,44,2,2,2,0,True,False
3074,3,44,7,3,2,0,True,False
315,1,18,0,1,1,0,True,False
972,1,32,0,1,1,0,True,False
391,0,8,0,0,0,0,False,False
245,0,5,0,0,0,0,False,False
389,0,8,0,0,0,0,False,False
122,0,6,0,0,0,0,False,False
388,0,8,0,0,0,0,False,False
242,0,5,0,0,0,0,False,False
388,0,8,0,0,0,0,False,False
389,0,8,0,0,0,0,False,False
312,0,9,0,0,0,0,False,False
329,1,18,0,1,1,0,True,False
657,1,32,2,1,1,0,True,False
688,1,38,2,1,1,0,True,False
1868,1,43,1,1,1,0,False,False
764,1,30,12,1,1,0,True,False
1338,0,29,0,0,0,0,False,False
767,3,51,0,3,1,3,True,False
456,0,44,0,0,0,0,False,False
370,1,18,0,1,1,0,False,False
372,1,20,0,1,1,0,True,False
290,1,18,0,1,1,0,True,False
276,1,18,0,1,1,0,True,False
253,1,23,1,1,1,0,True,False
635,0,38,0,0,0,0,False,False
87,1,11,0,1,1,0,True,False
440,1,20,0,1,1,0,True,False
135,1,17,1,1,1,0,True,False
198,1,23,1,1,1,0,True,False
1132,0,21,2,0,0,0,False,False
580,0,30,0,0,0,0,True,False
464,1,21,1,1,1,0,True,False
211,1,16,0,1,1,0,True,False
7364,5,63,3,5,1,0,True,False
781,0,30,1,0,0,0,True,False
883,1,36,10,1,1,0,True,False
97,0,5,0,0,0,0,False,False
752,2,26,7,2,1,0,True,False
435,1,21,5,1,1,0,True,False
258,1,19,0,1,1,0,True,False
309,1,12,0,1,1,0,True,False
269,1,25,1,1,1,0,True,False
229,1,22,1,1,1,0,True,False
346,1,22,1,1,1,0,True,False
107,1,11,0,1,1,0,True,False
1546,8,84,0,8,3,0,True,False
204,1,16,1,1,1,0,True,False
233,1,16,0,1,1,0,True,False
235,1,20,1,1,1,0,True,False
130,1,17,1,1,1,0,True,False
416,1,20,1,1,1,0,True,False
275,1,18,0,1,1,0,True,False
272,0,7,0,0,0,0,False,False
379,1,23,2,1,1,0,True,False
442,0,42,0,0,0,0,False,False
269,0,6,0,0,0,0,False,False
442,1,23,6,1,1,0,True,False
767,2,36,2,2,1,0,True,False
185,1,20,1,1,1,0,True,False
276,1,20,1,1,1,0,True,False
135,0,8,1,0,0,0,False,False
604,1,19,1,1,1,0,True,False
161,0,2,0,0,0,0,False,False
755,0,26,1,0,0,1,False,False
185,0,5,0,0,0,0,False,False
1965,0,48,0,0,0,0,False,False
390,0,27,0,0,0,0,True,False
393,0,13,0,0,0,0,False,False
764,1,24,1,1,1,0,True,False
238,1,20,1,1,1,0,True,False
1028,2,30,2,1,1,0,True,False
497,1,22,3,1,1,0,True,False
325,0,17,0,0,0,0,False,False
87,0,1,0,0,0,0,False,False
1329,2,145,3,2,2,0,True,False
278,0,9,0,0,0,0,False,False
410,0,14,0,0,0,0,False,False
321,0,8,0,0,0,0,False,False
603,1,34,0,1,1,0,True,False
263,0,12,0,0,0,0,True,False
631,2,33,5,2,2,1,True,False
143,0,1,0,0,0,0,False,False
373,0,8,0,0,0,0,False,False
248,0,11,0,0,0,0,False,False
380,0,8,0,0,0,0,False,False
598,0,38,1,0,0,0,True,False
751,2,36,2,2,1,0,True,False
